,code_id,period_id,timestamp,end_timestamp,code,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,Time Period,Opponent,<flag>New Flag,Half,01. Phase
0,1,1,0.0,5.280749829999275,O2 Build Up,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
1,2,1,0.0,12.788745323999814,D1 Counterpress,,After O2 build-up,Establishing Pressing,Neutral,0 - 15 min,Randers,,,
2,3,1,0.0,245.7021184749043,Bench,,,,,,Randers,True,,
3,4,1,0.0,2816.6432486984254,KO,,,,,,Randers,,1st Half,
4,5,1,6.577601327999041,30.88049923799885,O3 Break Through,O3 Break Through,Quick Restart,Lead to O4 chance,Successful,0 - 15 min,Randers,,,Throw In
5,6,1,9.57916841000091,31.527533333333334,O4 Finishing,O4 Finishing,Quick Restart,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,,,Throw In
6,7,1,10.780396319999413,23.681743211999944,D3 Middle / Lower Pressing,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
7,8,1,18.60912141106103,32.94296182522656,Ndividual,,,,,,Randers,,,
8,9,1,33.98824331799877,56.091196904997766,D3 High Pressing,,After Ball Loss,Stay In Phase,Neutral,0 - 15 min,Randers,,,
9,10,1,46.68813437499952,103.09969615141348,O3 Break Through,O3 Break Through,Short Throw-In,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Randers,,,Throw In
10,11,1,55.280611554999794,64.39226998399823,D3 High Pressing,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
11,12,1,69.48037283099953,117.51954776915716,O4 Finishing,O4 Finishing,Long Throw,Chance,Successful,0 - 15 min,Randers,True,,Throw In
12,13,1,72.59825373699759,82.51339868760691,off throw,,,,,,Randers,,,
13,14,1,83.09498503527236,96.63302279481856,off throw,,,,,,Randers,True,,
14,15,1,84.62575306856299,138.03213746469623,Goal FCN,,Established Play,,,,Randers,,1st Half,
15,16,1,137.5710989979992,147.79125704299918,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
16,17,1,146.0859593390008,152.78239762299853,O2 Build Up,O2 Build Up,O2 Throw-In,Stay In Phase,Neutral,0 - 15 min,Randers,,,
17,18,1,150.79223582699876,164.086922383,O1 Play from the Back,O1 Play from the Back,O2 to O1,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
18,19,1,165.59066865799937,172.5800717790005,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Stay In Phase,Neutral,0 - 15 min,Randers,,,
19,20,1,168.17205194100006,188.4930093849979,D3 High Pressing,,D3 From Low/Med to High,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,Randers,,,
20,21,1,170.89258491799893,201.4779034910003,O3 Break Through,O3 Break Through,D3 High Press on Opp. Half,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,Transition
21,22,1,192.20187777777778,205.88948708099795,D1 Counterpress,,Transition on Transition,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
22,23,1,204.68826015199926,230.37916830299912,O2 Build Up,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,0 - 15 min,Randers,,,
23,24,1,211.28168286999963,238.19048822899896,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Randers,,,Established Play
24,25,1,250.88409889500076,276.8828308099997,O4 Finishing,O4 Finishing,Central Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,,,Lateral Free Kick
25,26,1,267.8354753452983,290.08657611664444,off free kick,,,,,,Randers,True,,
26,27,1,283.4878220290007,288.5787871450003,D3 High Pressing,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,0 - 15 min,Randers,True,,
27,28,1,287.18581177799945,314.48594284599767,D3 Middle / Lower Pressing,,D3 From High to Med/Low,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,Randers,,,
28,29,1,299.3941991419991,319.8920930140004,D4 Defending the Box,,Square Pass,Intercepted by Defence,Successful,0 - 15 min,Randers,,,Established Play
29,30,1,300.0870612935656,321.63604444444445,Ndividual,,,,,,Randers,True,,
30,31,1,318.089187286999,340.08923683799907,O1 Play from the Back,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,0 - 15 min,Randers,,,
31,32,1,331.79938100300035,351.79938100300035,Ndividual,,,,,,Randers,,,
32,33,1,337.8863793519988,361.58460495499907,O2 Build Up,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,0 - 15 min,Randers,,,
33,34,1,342.38313372499937,368.983093321999,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Randers,,,Established Play
34,35,1,370.93247777777776,403.1865203399996,O4 Finishing,O4 Finishing,Back Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,,,Corner Kick
35,36,1,391.02009702519064,402.02009702519064,off corner,,,,,,Randers,,,
36,37,1,406.7895966159999,420.2883932439984,O2 Build Up,O2 Build Up,O3 to O2,Stay In Phase,Neutral,0 - 15 min,Randers,,,
37,38,1,418.0811896529991,441.5928121319995,O1 Play from the Back,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,0 - 15 min,Randers,,,
38,39,1,422.55304108219156,452.55304108219156,Bench,,,,,,Randers,True,,
39,40,1,439.3915231239997,453.27887487899955,O2 Build Up,O2 Build Up,O1 to O2,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
40,41,1,444.19734554500013,464.38924188399864,D1 Counterpress,,After O2 build-up,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,Randers,,,
41,42,1,445.4777564139994,473.98523695199856,O3 Break Through,O3 Break Through,Transition After CP,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Randers,,,Transition
42,43,1,451.8934834519998,477.18650189599913,O4 Finishing,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,,,Transition
43,44,1,472.9909226149986,482.19335534299915,O2 Build Up,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
44,45,1,472.9974847299981,492.8850226389977,D1 Counterpress,,After O2 build-up,Establishing Pressing,Neutral,0 - 15 min,Randers,,,
45,46,1,491.59155439299803,497.78975544699966,D3 Middle / Lower Pressing,,After Ball Loss,Stay In Phase,Neutral,0 - 15 min,Randers,,,
46,47,1,495.3840806229989,506.68425764299917,D3 High Pressing,,D3 From Low/Med to High,Stay In Phase,Neutral,0 - 15 min,Randers,,,
47,48,1,501.283536635999,531.5918101819997,O3 Break Through,O3 Break Through,D3 Win Ball Low/Middle,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Randers,,,Transition
48,49,1,504.6828065929984,520.188242606,D3 Middle / Lower Pressing,,D3 From High to Med/Low,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,Randers,,,
49,50,1,511.4992309889992,531.4992309889992,Ndividual,,,,,,Randers,,,
50,51,1,512.5809148999984,538.5870420679988,O4 Finishing,O4 Finishing,Cutback,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,,,Transition
51,52,1,522.2902795559984,542.7784639340005,D1 Counterpress,,After O3/O4,Establishing Pressing,Neutral,0 - 15 min,Randers,,,
52,53,1,553.2848909689997,562.2935526409998,D3 High Pressing,,D3 From Low/Med to High,Stay In Phase,Neutral,0 - 15 min,Randers,,,
53,54,1,560.3823615419986,589.3913010329984,D3 Middle / Lower Pressing,,D3 From High to Med/Low,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,Randers,,,
54,55,1,588.4774100489977,614.2806118449989,D4 Defending the Box,,Long Throw,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,,,Throw In
55,56,1,605.8694048448579,616.8694048448579,def throw,,,,,,Randers,True,,
56,57,1,615.0841584599999,628.6800115559982,D3 High Pressing,,D3 From Low/Med to High,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
57,58,1,626.4786094259989,635.0882052289993,O2 Build Up,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
58,59,1,632.9888559699988,644.5830623309981,D3 Middle / Lower Pressing,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
59,60,1,643.0925035979992,665.7814358069982,O1 Play from the Back,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,0 - 15 min,Randers,,,
60,61,1,663.6931377499992,677.8842107309997,O2 Build Up,O2 Build Up,O1 to O2,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
61,62,1,676.1800497599992,701.7792054889999,D3 Middle / Lower Pressing,,D3 Press on Throw-In,Stay In Phase,Neutral,0 - 15 min,Randers,,,
62,63,1,699.5835998129993,713.5899386699992,D3 High Pressing,,D3 From Low/Med to High,Stay In Phase,Neutral,0 - 15 min,Randers,,,
63,64,1,711.485408512,722.2845219599985,D3 Middle / Lower Pressing,,D3 From High to Med/Low,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,Randers,,,
64,65,1,720.2974554739997,754.078825824998,D1 Counterpress,,After O2 build-up,Establishing Pressing,Neutral,0 - 15 min,Randers,,,
65,66,1,721.7922212589992,729.5898142979999,O2 Build Up,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Randers,,,
66,67,1,730.0020896648575,741.0020896648575,off throw,,,,,,Randers,,,
67,68,1,750.5717730890003,803.8893168899989,D3 Middle / Lower Pressing,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,Randers,,,
68,69,1,785.8804046529991,805.689203418998,D4 Defending the Box,,Chipball,Intercepted by Defence,Successful,0 - 15 min,Randers,,,Established Play
69,70,1,804.0885080389994,817.2803135080004,O1 Play from the Back,O1 Play from the Back,O1 After Regain,Stay In Phase,Neutral,0 - 15 min,Randers,,,
70,71,1,815.7816518659988,861.0806881949995,O2 Build Up,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,0 - 15 min,Randers,,,
71,72,1,841.9916335879985,882.290349406999,O3 Break Through,O3 Break Through,,Ball Loss --> D4 Defend The Box,Unsuccessful,0 - 15 min,Randers,,,Established Play
72,73,1,857.0902787659998,882.490490538999,D1 Counterpress,,After O3/O4,D4 Chance,Unsuccessful,0 - 15 min,Randers,,,
73,74,1,865.4802107859982,883.4898106589985,D4 Defending the Box,,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Randers,True,,Transition
74,75,1,880.9664341098427,925.7110173475997,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,16 - 30 min,Randers,True,,
75,76,1,900.2941092129978,944.580736312999,O2 Build Up,O2 Build Up,O1 to O2,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
76,77,1,944.7799137699992,965.3890744309979,D3 High Pressing,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
77,78,1,975.9872336579984,1010.992925671998,O4 Finishing,O4 Finishing,Central Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Lateral Free Kick
78,79,1,1003.1936513289985,1011.0877418339985,O2 Build Up,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
79,80,1,1004.2884047209991,1028.680607182999,O3 Break Through,O3 Break Through,D3 High Press on Opp. Half,Keep The Ball,Neutral,16 - 30 min,Randers,,,Transition
80,81,1,1009.7902120629981,1022.6893294059993,D3 High Pressing,,D3 Press on Throw-In,Direct to O3/O4 OFF Transit,Successful,16 - 30 min,Randers,,,
81,82,1,1011.4005367548577,1022.4005367548577,off free kick,,,,,,Randers,,,
82,83,1,1021.4908452549998,1044.9878264019985,O3 Break Through,O3 Break Through,1v1 Wide / Halfspace,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,Established Play
83,84,1,1026.7841447459987,1040.5880159619983,O2 Build Up,O2 Build Up,O3 to O2,Progress to Next Phase,Successful,16 - 30 min,Randers,,,
84,85,1,1034.284519747999,1048.1878556299987,D1 Counterpress,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
85,86,1,1041.187967251,1083.1825222222221,O3 Break Through,O3 Break Through,Long Throw,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,Throw In
86,87,1,1041.2849567339986,1079.2774541329989,O3 Break Through,O3 Break Through,Long Throw,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,Throw In
87,88,1,1052.6977386039987,1072.6977386039987,Ndividual,,,,,,Randers,,,
88,89,1,1078.6844744209986,1106.0794673379992,D3 High Pressing,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
89,90,1,1093.2939671641343,1122.2778888888888,Ndividual,,,,,,Randers,True,,
90,91,1,1105.3815057890001,1140.794348414999,O2 Build Up,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,16 - 30 min,Randers,,,
91,92,1,1122.789274341999,1143.8917130369994,O3 Break Through,O3 Break Through,Early Through Pass or Cross,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,Randers,,,Established Play
92,93,1,1123.4888781509985,1146.283560841999,O4 Finishing,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Established Play
93,94,1,1134.2807011479986,1147.8829894749988,D1 Counterpress,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
94,95,1,1153.7836677149983,1170.5808500029977,D3 High Pressing,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
95,96,1,1156.4865903899993,1182.1877875549983,O3 Break Through,O3 Break Through,Early Through Pass or Cross,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,Randers,,,Established Play
96,97,1,1162.2796627629994,1185.1813693219983,O4 Finishing,O4 Finishing,Cutback,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Established Play
97,98,1,1168.5864405829982,1175.5906580560004,O2 Build Up,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,16 - 30 min,Randers,,,
98,99,1,1182.483961455,1219.293296722999,O3 Break Through,O3 Break Through,D3 High Press on Opp. Half,Lead to O4 chance,Successful,16 - 30 min,Randers,,,Transition
99,100,1,1183.0881451649993,1201.285220742999,D3 High Pressing,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,16 - 30 min,Randers,,,
100,101,1,1192.1780813829998,1220.2873656289994,O4 Finishing,O4 Finishing,Cutback,Chance,Successful,16 - 30 min,Randers,,,Transition
101,102,1,1202.5977587400005,1222.5977587400005,Ndividual,,,,,,Randers,,,
102,103,1,1210.1929240139991,1229.0852686330009,D1 Counterpress,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
103,104,1,1227.081691749998,1247.0944223039994,O2 Build Up,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
104,105,1,1246.786998289998,1258.994696375997,D3 Middle / Lower Pressing,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
105,106,1,1257.5914297989987,1320.4802582109971,O2 Build Up,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
106,107,1,1311.5804608049978,1327.8817231690014,D1 Counterpress,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
107,108,1,1314.298341489999,1334.298341489999,Ndividual,,,,,,Randers,,,
108,109,1,1324.482387293997,1342.9789756179996,D1 Counterpress,,After O2 build-up,Establishing Pressing,Neutral,16 - 30 min,Randers,,,
109,110,1,1325.8811023329959,1335.4791746059966,O2 Build Up,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
110,111,1,1361.3978898769983,1380.390427283998,D3 Middle / Lower Pressing,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
111,112,1,1390.692185791998,1416.5886806669985,O3 Break Through,O3 Break Through,Early Through Pass or Cross,Lead to O4 chance,Successful,16 - 30 min,Randers,,,Established Play
112,113,1,1392.390768411997,1409.8859929109976,O2 Build Up,O2 Build Up,O2 Free Kick,Progress to Next Phase,Successful,16 - 30 min,Randers,,,
113,114,1,1396.1814335759993,1417.889762666999,O4 Finishing,O4 Finishing,1v1,Chance,Successful,16 - 30 min,Randers,,,Established Play
114,115,1,1432.6895666666667,1461.780680667999,O4 Finishing,O4 Finishing,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Corner Kick
115,116,1,1454.7994519701917,1465.7994519701917,off corner,,,,,,Randers,,,
116,117,1,1462.1845324080007,1480.7915538910013,D3 High Pressing,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
117,118,1,1479.992453265999,1491.685668585998,O2 Build Up,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
118,119,1,1481.5918588659965,1502.8918414240015,D1 Counterpress,,After O2 build-up,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,Randers,,,
119,120,1,1515.4904003799968,1537.3946139579991,D4 Defending the Box,,Front Area,Intercepted by Defence,Successful,16 - 30 min,Randers,,,Corner Kick
120,121,1,1530.0823933128572,1541.0823933128572,def corner,,,,,,Randers,,,
121,122,1,1534.6808834979968,1567.8823636669995,O3 Break Through,O3 Break Through,Early Through Pass or Cross,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,Randers,,,Established Play
122,123,1,1536.8873028139974,1568.888224347998,O4 Finishing,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Established Play
123,124,1,1537.4558327494576,1566.9480340445107,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,16 - 30 min,Randers,True,,
124,125,1,1546.0806105699987,1553.8897285540006,O2 Build Up,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,16 - 30 min,Randers,,,
125,126,1,1617.193514929998,1646.592769273,O4 Finishing,O4 Finishing,Central Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Corner Kick
126,127,1,1637.1662499211905,1648.1662499211905,off corner,,,,,,Randers,True,,
127,128,1,1644.7890954350005,1656.5806230780004,O2 Build Up,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
128,129,1,1647.1980119829984,1670.879846194001,D2 Finding Balance,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,Randers,,,
129,130,1,1649.489937820999,1669.2925131550007,D4 Defending the Box,,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Randers,,,Transition
130,131,1,1668.8530686766906,1687.6243152846453,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,Progress to Next Phase,Successful,16 - 30 min,Randers,True,,
131,132,1,1672.4869508659988,1706.3825801219994,O3 Break Through,O3 Break Through,Short Throw-In,,,16 - 30 min,Randers,,,Throw In
132,133,1,1677.9912678439987,1686.680272353998,O2 Build Up,O2 Build Up,O1 to O2,Stay In Phase,Neutral,16 - 30 min,Randers,,,
133,134,1,1686.6974596279981,1706.6974596279981,Ndividual,,,"Cross, Shot, Set-Piece or Box Entry",Successful,,Randers,,,
134,135,1,1698.1825555869987,1713.780497392001,D1 Counterpress,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,Randers,,,
135,136,1,1711.4920150989997,1741.692069187998,O2 Build Up,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,16 - 30 min,Randers,,,
136,137,1,1739.487972423999,1751.6781036920013,O1 Play from the Back,O1 Play from the Back,O2 to O1,Stay In Phase,Neutral,16 - 30 min,Randers,,,
137,138,1,1750.8803903029986,1773.9930844090006,O1 Play from the Back,O1 Play from the Back,O1 Throw-In,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Randers,,,
138,139,1,1774.631206101858,1780.083548669858,off throw,O1 Play from the Back,,,,,Randers,,,
139,140,1,1777.8831822200007,1790.7687707149973,D3 High Pressing,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,16 - 30 min,Randers,,,
140,141,1,1806.4100338309092,1819.2058111111112,Ndividual,,,,,,Randers,True,,
141,142,1,1815.5987523961908,1844.2166401185245,Bench,,,,,,Randers,,,
142,143,1,1851.4801373829976,1873.887282727001,D4 Defending the Box,,"Middle 20,5 - 23 m",Chance,Unsuccessful,31 - 45 min,Randers,,,Direct Free Kick
143,144,1,1872.9544154823493,1909.066884649983,def free kick,,,,,,Randers,True,,
144,145,1,1910.1836346640005,1933.390723117,D4 Defending the Box,,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,Randers,,,Corner Kick
145,146,1,1925.1149953441904,1936.1149953441904,def corner,,,,,,Randers,,,
146,147,1,1952.776366979997,1974.8917718949986,O2 Build Up,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,Randers,,,
147,148,1,1974.4797624349978,2013.4924646020002,D3 Middle / Lower Pressing,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,Randers,,,
148,149,1,1998.384100032996,2014.6805246669992,D4 Defending the Box,,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,Randers,,,Established Play
149,150,1,2055.288328628996,2075.888600043001,O2 Build Up,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,31 - 45 min,Randers,,,
150,151,1,2074.5821085729976,2086.4794959859973,O2 Build Up,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,Randers,,,
151,152,1,2077.986069407002,2109.979692967999,D1 Counterpress,,After O2 build-up,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,Randers,,,
152,153,1,2083.027416010869,2116.419166666666,Bench,,,,,,Randers,True,,
153,154,1,2088.9807308930003,2106.8870446710002,D4 Defending the Box,,1v1,Intercepted by Defence,Successful,31 - 45 min,Randers,,,Established Play
154,155,1,2128.7989010269966,2137.891727511001,O1 Play from the Back,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,Randers,,,
155,156,1,2129.2888796680004,2145.2864590920008,D1 Counterpress,,After O1 build-up,Establishing Pressing,Neutral,31 - 45 min,Randers,,,
156,157,1,2143.2921199160014,2190.878193173996,D3 Middle / Lower Pressing,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,31 - 45 min,Randers,True,,
