,code_id,period_id,timestamp,end_timestamp,code,Half,Opponent,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,Time Period,01. Phase,<flag>New Flag
0,1,1,0.0,2869.1432608964956,KO,2nd Half,AaB,,,,,,,
1,2,1,0.0020823685542730166,14.748164215248284,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,
2,3,1,18.94186932691493,51.60970822224819,D3 High Pressing,1st Half,AaB,,D3 Press on Throw-In,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
3,4,1,33.55042389524831,59.707743981914994,D4 Defending the Box,1st Half,AaB,,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Established Play,
4,5,1,63.71999288758163,87.86521871258165,D4 Defending the Box,1st Half,AaB,,Square Pass,Intercepted by Defence,Successful,0 - 15 min,Transition,
5,6,1,64.18724628891472,80.32563759791493,O1 Play from the Back,1st Half,AaB,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D4 Defend The Box,Unsuccessful,0 - 15 min,,
6,7,1,75.31733406691468,107.89894133458166,O3 Break Through,1st Half,AaB,O3 Break Through,Central Play Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Established Play,
7,8,1,79.10155607413317,108.59601111111112,Bench,,AaB,,,,,0 - 15 min,,True
8,9,1,80.64162222222222,87.29910947099914,O1 Play from the Back,,AaB,O1 Play from the Back,O1 After Regain,Progress to Next Phase,Successful,0 - 15 min,,
9,10,1,88.6645114705815,114.29615120524831,O4 Finishing,1st Half,AaB,O4 Finishing,Pass Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Established Play,
10,11,1,116.69939015658157,135.32404499058157,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
11,12,1,139.1383713395816,185.57185024658136,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,0 - 15 min,,
12,13,1,166.7226615239148,190.9947024372481,O3 Break Through,1st Half,AaB,O3 Break Through,,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Established Play,
13,14,1,183.11352222222223,202.40664444444445,D4 Defending the Box,,AaB,,Square Pass,Intercepted by Defence,Successful,0 - 15 min,Transition,
14,15,1,187.2295420978374,201.97525228625037,D2 Finding Balance,1st Half,AaB,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,True
15,16,1,196.37091527158148,224.74490662591487,O3 Break Through,1st Half,AaB,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Established Play,
16,17,1,202.72593191324816,215.57268097458146,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,0 - 15 min,,
17,18,1,206.37417398024823,232.85582158624825,O4 Finishing,1st Half,AaB,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Established Play,
18,19,1,236.01801077258156,248.1141039175815,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,0 - 15 min,,
19,20,1,250.5109189552483,288.55940452491484,D3 Middle / Lower Pressing,1st Half,AaB,,D3 Press on Throw-In,Stay In Phase,Neutral,0 - 15 min,,
20,21,1,299.4220666666667,317.3998023319985,O1 Play from the Back,,AaB,O1 Play from the Back,O1 Throw-In,Progress to Next Phase,Successful,0 - 15 min,,
21,22,1,308.2702320605815,335.64496225391497,O3 Break Through,1st Half,AaB,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Established Play,
22,23,1,315.0245335232481,318.03431665358164,D1 Counterpress,1st Half,AaB,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
23,24,1,316.3984888888889,336.3984888888889,Ndividual,,AaB,,,,,,,
24,25,1,316.64353294091495,339.3826916889151,O4 Finishing,1st Half,AaB,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Established Play,True
25,26,1,319.03265138691484,327.13543566024816,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,0 - 15 min,,
26,27,1,337.5931536329148,381.3066169215816,O4 Finishing,1st Half,AaB,O4 Finishing,Back Area,Intercepted by Defence,Unsuccessful,0 - 15 min,Corner Kick,
27,28,1,359.42378521571504,391.54411755486757,off corner,1st Half,AaB,,,,,,,True
28,29,1,384.5173116822481,408.4522656915815,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
29,30,1,388.3996714590002,404.9655905689987,D2 Finding Balance,,AaB,,D3 High Press on Opp. Half,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,0 - 15 min,,
30,31,1,413.3515107282483,470.92668935158144,D4 Defending the Box,1st Half,AaB,,Short Variation,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Lateral Free Kick,
31,32,1,452.4651276130182,469.8275779210841,def free kick,1st Half,AaB,,Short Variation,,,,,
32,33,1,473.91419708191484,489.6722036255817,D3 Middle / Lower Pressing,1st Half,AaB,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
33,34,1,490.67888002491486,515.6730104795814,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Ball Loss --> D4 Defend The Box,Unsuccessful,0 - 15 min,,
34,35,1,502.59000000000003,519.872,D2 Finding Balance,,AaB,,After Ball Loss,D4 Chance,Unsuccessful,0 - 15 min,,
35,36,1,507.20714764424815,530.9199333909148,D4 Defending the Box,1st Half,AaB,,1v1,Chance,Unsuccessful,0 - 15 min,Transition,True
36,37,1,520.499968666,538.8990495959986,O1 Play from the Back,,AaB,O1 Play from the Back,O1 After Regain,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,
37,38,1,536.7900163022482,564.609034361915,D3 Middle / Lower Pressing,1st Half,AaB,,D3 Press on Throw-In,Stay In Phase,Neutral,0 - 15 min,,
38,39,1,579.0785647179149,610.9892204709146,D3 Middle / Lower Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
39,40,1,579.5517884022443,639.5835333333332,Bench,,AaB,,,,,0 - 15 min,,True
40,41,1,594.6012444444444,614.6012444444444,Ndividual,,AaB,,,,,,,
41,42,1,612.1072905535815,622.7197167329151,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,0 - 15 min,,
42,43,1,614.855836372537,625.8349920955815,O1 Play from the Back,1st Half,AaB,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,0 - 15 min,,
43,44,1,626.7532804002484,631.4011773569147,O2 Build Up,1st Half,AaB,O2 Build Up,O1 to O2,Stay In Phase,Neutral,0 - 15 min,,
44,45,1,633.0715734175818,653.6490353179148,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Stay In Phase,Neutral,0 - 15 min,,
45,46,1,645.515,675.515,Bench,,AaB,,,,,0 - 15 min,,True
46,47,1,645.9550506552483,675.6720237855815,O3 Break Through,1st Half,AaB,O3 Break Through,Early Through Pass or Cross,"Cross, Shot, Set-Piece or Box Entry",Successful,0 - 15 min,Established Play,
47,48,1,654.3917363875815,662.6957431249149,O1 Play from the Back,1st Half,AaB,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,0 - 15 min,,
48,49,1,656.5342348682481,681.6698268662482,O4 Finishing,1st Half,AaB,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,0 - 15 min,Established Play,
49,50,1,663.5515796225815,665.9550506552483,O2 Build Up,1st Half,AaB,O2 Build Up,,,,0 - 15 min,,
50,51,1,664.3531601585815,693.5591803072485,O3 Break Through,1st Half,AaB,O3 Break Through,Short Throw-In,Keep The Ball,Neutral,0 - 15 min,Throw In,
51,52,1,694.2855318175815,703.1108787685818,O2 Build Up,1st Half,AaB,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,
52,53,1,705.3625037005817,710.765351786915,D1 Counterpress,1st Half,AaB,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,0 - 15 min,,
53,54,1,712.2340912555816,759.897625432248,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Neutral,0 - 15 min,,
54,55,1,741.4708562159148,773.2083523275816,O3 Break Through,1st Half,AaB,O3 Break Through,Central Play Infront of Backline,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,Established Play,True
55,56,1,775.8041267205814,779.9011095272482,D1 Counterpress,1st Half,AaB,,After O3/O4,Direct to O3/O4 OFF Transit,Successful,0 - 15 min,,
56,57,1,849.8392649555816,888.3050724185815,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Progress to O4,Successful,0 - 15 min,,
57,58,1,872.7526298572483,896.4340956065815,O3 Break Through,1st Half,AaB,O3 Break Through,Central Play Infront of Backline,Keep The Ball,Neutral,0 - 15 min,Established Play,
58,59,1,898.2117064979151,908.5489940445815,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,0 - 15 min,,True
59,60,1,909.0851,917.2988630549999,D3 High Pressing,,AaB,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
60,61,1,920.4163693029146,936.2654406049147,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,16 - 30 min,,
61,62,1,926.3824745148336,946.2295313045813,O3 Break Through,1st Half,AaB,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,Established Play,
62,63,1,927.1080916429152,950.1913234552479,O4 Finishing,1st Half,AaB,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,16 - 30 min,Established Play,
63,64,1,951.5649812505816,984.4517332132481,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,16 - 30 min,,
64,65,1,965.5066226702478,994.0789443925813,O3 Break Through,1st Half,AaB,O3 Break Through,Central Play Infront of Backline,Keep The Ball,Neutral,16 - 30 min,Established Play,
65,66,1,970.8906666666667,990.8906666666667,Ndividual,,AaB,,,,,,,True
66,67,1,979.998787373999,996.7971962079986,D1 Counterpress,,AaB,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
67,68,1,996.9149955932479,1014.4214276009146,O2 Build Up,1st Half,AaB,O2 Build Up,O3 to O2,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,
68,69,1,1022.3395015969148,1030.256595855582,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,True
69,70,1,1029.7838875877362,1039.4517427232486,O3 Break Through,1st Half,AaB,O3 Break Through,Quick Restart,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Throw In,
70,71,1,1040.3831417632482,1044.704022369915,D1 Counterpress,1st Half,AaB,,After O3/O4,Establishing Pressing,Neutral,16 - 30 min,,
71,72,1,1050.1583536665817,1063.8413838725814,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
72,73,1,1064.4147985473064,1080.0216871812481,O3 Break Through,1st Half,AaB,O3 Break Through,Quick Restart,Keep The Ball,Neutral,16 - 30 min,Throw In,
73,74,1,1080.7082879112486,1091.0611172739154,O2 Build Up,1st Half,AaB,O2 Build Up,O3 to O2,Stay In Phase,Neutral,16 - 30 min,,
74,75,1,1091.9155183282483,1098.9456908779152,O1 Play from the Back,1st Half,AaB,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,16 - 30 min,,
75,76,1,1099.7686605949148,1109.7040832489151,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,
76,77,1,1122.4400411699148,1136.3775909045817,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
77,78,1,1135.9855218572484,1160.8089008119146,O3 Break Through,1st Half,AaB,O3 Break Through,Quick Restart,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Throw In,
78,79,1,1137.4315423842486,1148.939276870915,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,16 - 30 min,,
79,80,1,1166.0145008452487,1187.6473803549152,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,True
80,81,1,1188.5581756859146,1227.5611596079148,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,16 - 30 min,,
81,82,1,1208.5513958502488,1238.107524507462,O3 Break Through,1st Half,AaB,O3 Break Through,Early Through Pass or Cross,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Established Play,
82,83,1,1215.5496777777778,1238.7852128040008,O4 Finishing,,AaB,O4 Finishing,Cutback,Chance,Successful,16 - 30 min,Established Play,
83,84,1,1224.5484187069521,1280.171710657475,Bench,,AaB,,,,,16 - 30 min,,True
84,85,1,1248.7429553131917,1255.362122578649,Ndividual,,AaB,,,,,,,True
85,86,1,1282.4752324815818,1287.9675077882484,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
86,87,1,1289.045546666915,1296.6032957652483,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,16 - 30 min,,
87,88,1,1294.843176574915,1318.0381457235817,O3 Break Through,1st Half,AaB,O3 Break Through,,,,16 - 30 min,,
88,89,1,1297.8568765515815,1301.019875216582,O1 Play from the Back,1st Half,AaB,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,16 - 30 min,,
89,90,1,1302.0179883365818,1313.7942711515816,O2 Build Up,1st Half,AaB,O2 Build Up,O1 to O2,Progress to Next Phase,Successful,16 - 30 min,,
90,91,1,1318.0381457235817,1351.1192875115817,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,16 - 30 min,,
91,92,1,1327.9390787381908,1353.2602888888891,Ndividual,,AaB,,,,,,,True
92,93,1,1331.9259904015812,1359.1040593409148,O3 Break Through,1st Half,AaB,O3 Break Through,,Keep The Ball,Neutral,16 - 30 min,Established Play,
93,94,1,1345.182009643915,1373.7198568975814,O3 Break Through,1st Half,AaB,O3 Break Through,1v1 Wide / Halfspace,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Established Play,True
94,95,1,1359.9673623842482,1363.8325491589148,O2 Build Up,1st Half,AaB,O2 Build Up,O3 to O2,Progress to Next Phase,Successful,16 - 30 min,,
95,96,1,1368.3978759159997,1397.3000682499987,O3 Break Through,,AaB,O3 Break Through,Central Play Infront of Backline,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,Established Play,
96,97,1,1376.347288888889,1399.9974414149974,O4 Finishing,,AaB,O4 Finishing,Through Pass,Intercepted by Defence,Unsuccessful,16 - 30 min,Established Play,
97,98,1,1380.2166524015815,1392.4329342955816,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,16 - 30 min,,
98,99,1,1399.8124414869144,1406.026002634248,D1 Counterpress,1st Half,AaB,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
99,100,1,1407.2968294612483,1429.8976467469147,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,16 - 30 min,,
100,101,1,1430.696712870582,1437.1052528655819,O1 Play from the Back,1st Half,AaB,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,16 - 30 min,,
101,102,1,1438.2399409549153,1451.3654608925817,O2 Build Up,1st Half,AaB,O2 Build Up,O1 to O2,Stay In Phase,Neutral,16 - 30 min,,
102,103,1,1462.131428830915,1488.9042875775817,O3 Break Through,1st Half,AaB,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,16 - 30 min,Established Play,
103,104,1,1463.8039630162484,1481.405216789582,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,16 - 30 min,,
104,105,1,1498.4188813579153,1533.8085213535815,O4 Finishing,1st Half,AaB,O4 Finishing,Front Area,Intercepted by Defence,Unsuccessful,16 - 30 min,Corner Kick,
105,106,1,1518.9999313322483,1532.2622184722247,off corner,1st Half,AaB,,,,,,,
106,107,1,1552.1087398709549,1569.2465384225188,Bench,,AaB,,,,,16 - 30 min,,
107,108,1,1626.9886696452481,1642.4640826149148,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
108,109,1,1643.9742719699148,1653.9414488322482,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,,
109,110,1,1655.7408353042483,1658.3452205605813,D1 Counterpress,1st Half,AaB,,After O3/O4,"Intercept. -> Estab. (O1, O2, O3)",Successful,16 - 30 min,,
110,111,1,1657.2074373749151,1711.3963084465818,O3 Break Through,1st Half,AaB,O3 Break Through,,Keep The Ball,Neutral,16 - 30 min,Established Play,
111,112,1,1658.1952333333334,1678.1952333333334,Ndividual,,AaB,,,,,,,True
112,113,1,1659.144163601915,1676.4966725099148,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,16 - 30 min,,
113,114,1,1676.1531,1696.1531,Ndividual,,AaB,,,,,,,True
114,115,1,1693.5484222222221,1713.5484222222221,Ndividual,,AaB,,,,,,,True
115,116,1,1712.171699509248,1738.2679789032481,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,16 - 30 min,,
116,117,1,1739.5223932802483,1771.8607073362482,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Progress to Next Phase,Successful,16 - 30 min,,
117,118,1,1752.7478674272484,1788.525194606248,O3 Break Through,1st Half,AaB,O3 Break Through,Early Through Pass or Cross,Ball Loss --> D3 Press,Unsuccessful,16 - 30 min,Established Play,
118,119,1,1759.6882444444445,1779.6882444444445,Ndividual,,AaB,,,,,,,True
119,120,1,1789.9083366935815,1805.8940103222485,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,16 - 30 min,,True
120,121,1,1821.0927684045819,1823.902851912248,D3 High Pressing,1st Half,AaB,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
121,122,1,1824.9659642605816,1831.7821720339148,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,31 - 45 min,,
122,123,1,1825.0593627156127,1838.9957884635812,O3 Break Through,1st Half,AaB,O3 Break Through,1v1 Wide / Halfspace,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,Established Play,True
123,124,1,1840.0502175052484,1844.2195551919149,D1 Counterpress,1st Half,AaB,,After O3/O4,Establishing Pressing,Neutral,31 - 45 min,,
124,125,1,1847.0139989479148,1858.7951723195815,D3 High Pressing,1st Half,AaB,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
125,126,1,1862.8604323575814,1890.1244213219147,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,,
126,127,1,1871.41716,1891.41716,Ndividual,,AaB,,,,,,,True
127,128,1,1897.7522501262483,1913.6926127495817,D3 High Pressing,1st Half,AaB,,D3 Press on Throw-In,Stay In Phase,Neutral,31 - 45 min,,
128,129,1,1914.771479160915,1975.5952119149151,D3 Middle / Lower Pressing,1st Half,AaB,,D3 From High to Med/Low,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
129,130,1,1984.4526176065815,2017.1707234289147,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,31 - 45 min,,
130,131,1,1998.0662412899146,2024.735245494248,O3 Break Through,1st Half,AaB,O3 Break Through,Early Through Pass or Cross,Keep The Ball,Neutral,31 - 45 min,Established Play,
131,132,1,2023.8431777777778,2043.8431777777778,Ndividual,,AaB,,,,,,,True
132,133,1,2025.7732819865814,2042.0487209185815,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,,
133,134,1,2044.7405102235819,2048.5284034282486,D1 Counterpress,1st Half,AaB,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
134,135,1,2050.345727643248,2074.8078327079147,O2 Build Up,1st Half,AaB,O2 Build Up,O2 Free Kick,Progress to Next Phase,Successful,31 - 45 min,,
135,136,1,2057.107473431248,2096.0485785652477,O3 Break Through,1st Half,AaB,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,31 - 45 min,Established Play,
136,137,1,2076.759388625248,2099.6026002759145,O4 Finishing,1st Half,AaB,O4 Finishing,Square Pass,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,Established Play,
137,138,1,2096.1546796155817,2141.2255284999146,O4 Finishing,1st Half,AaB,O4 Finishing,Back Area,Intercepted by Defence,Unsuccessful,31 - 45 min,Corner Kick,
138,139,1,2096.2822555555554,2116.2822555555554,Ndividual,,AaB,,,,,,,True
139,140,1,2127.0640693259147,2151.333113053269,off corner,1st Half,AaB,,Back Area,,,,,
140,141,1,2149.140435304247,2168.9027177402477,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,31 - 45 min,,
141,142,1,2183.209388665581,2197.8592147619142,D3 Middle / Lower Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,31 - 45 min,,
142,143,1,2202.3089196662477,2217.942188781581,D3 High Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,31 - 45 min,,
143,144,1,2220.1867274462475,2247.426159937248,D3 Middle / Lower Pressing,1st Half,AaB,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
144,145,1,2229.063592142581,2254.191973626914,O3 Break Through,1st Half,AaB,O3 Break Through,Quick Restart,Ball Loss --> D3 Press,Unsuccessful,31 - 45 min,Throw In,
145,146,1,2236.3401444444444,2256.3401444444444,Ndividual,,AaB,,,,,,,True
146,147,1,2255.566109986248,2261.0850176999147,D1 Counterpress,1st Half,AaB,,After O2 build-up,"Intercept. -> Estab. (O1, O2, O3)",Successful,31 - 45 min,,
147,148,1,2258.204154407581,2297.8545528579148,O3 Break Through,1st Half,AaB,O3 Break Through,Wide Link Up Play,Keep The Ball,Neutral,31 - 45 min,Established Play,
148,149,1,2262.0187057139146,2277.397474376248,O2 Build Up,1st Half,AaB,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,31 - 45 min,,
149,150,1,2279.588226405248,2323.260840700248,O3 Break Through,1st Half,AaB,O3 Break Through,Long Throw,"Cross, Shot, Set-Piece or Box Entry",Successful,31 - 45 min,Throw In,
150,151,1,2280.2760333333335,2300.2760333333335,Ndividual,,AaB,,,,,,,True
151,152,1,2303.9321536012476,2329.602387357581,O4 Finishing,1st Half,AaB,O4 Finishing,Cutback,"Cross, Shot, Set-Piece or Box Entry",Neutral,31 - 45 min,Established Play,
152,153,1,2309.57528,2329.57528,Ndividual,,AaB,,,,,,,True
