,code_id,period_id,timestamp,end_timestamp,code,Half,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,01. Phase
160,161,1,2690.7865251817693,2743.152183140437,O4 Finishing,1st Half,O4 Finishing,Front Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,Corner Kick
161,162,1,2722.1846493907697,2733.1846493907697,off corner,1st Half,,Front Area,,,
162,163,1,2744.8853438487695,2768.780977724103,O2 Build Up,1st Half,O2 Build Up,O2 Throw-In,Progress to Next Phase,Successful,
163,164,1,2749.8196422657707,2775.041642973437,O3 Break Through,1st Half,O3 Break Through,Wide Link Up Play,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
164,165,1,2763.3189460151034,2821.48797076577,O4 Finishing,1st Half,O4 Finishing,Front Area,DEF Transition,Unsuccessful,Corner Kick
165,166,1,2794.752838765437,2805.752838765437,off corner,1st Half,,Front Area,,,
166,167,1,2823.4547118901037,2836.0210609321025,D2 Finding Balance,1st Half,,After Offensive Set-Piece,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,
167,168,1,2824.8167250574375,2861.8544638484364,D4 Defending the Box,1st Half,,Back Area,,,Lateral Free Kick
168,169,1,2850.9203623071035,2861.9203623071035,def free kick,1st Half,,Back Area,"Cross, Shot, Set-Piece or Box Entry",Neutral,
169,170,1,2862.883333333333,5938.773521735571,KO,2nd Half,,,,,
170,171,1,2864.1177094328254,2883.286797766825,D3 Middle / Lower Pressing,2nd Half,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,
171,172,1,2883.816598307825,2908.9184261411583,D3 High Pressing,2nd Half,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,
172,173,1,2894.0181248494914,2914.3184691828255,D4 Defending the Box,2nd Half,,1v1,Intercepted by Defence,Successful,Established Play
173,174,1,2920.4860257668247,2936.3523192661582,O1 Play from the Back,2nd Half,O1 Play from the Back,O1 Goal Kick or Free Kick,Ball Loss --> D3 Press,Unsuccessful,
174,175,1,2928.220227308492,2946.9537097661587,D1 Counterpress,2nd Half,,After O3/O4,Establishing Pressing,Neutral,
175,176,1,2955.786275974492,2984.9543618494918,D3 Middle / Lower Pressing,2nd Half,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,
176,177,1,2982.7206498918254,3034.321055266492,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,
177,178,1,3032.4533661001587,3041.1863893911586,D3 High Pressing,2nd Half,,After Ball Loss,Stay In Phase,Neutral,
178,179,1,3039.5202570994916,3059.5516480581587,D3 High Pressing,2nd Half,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,
179,180,1,3041.620913058491,3064.9526099751583,O4 Finishing,2nd Half,O4 Finishing,Long Throw,Intercepted by Defence,Unsuccessful,Throw In
180,181,1,3065.0853502251593,3096.188262432825,D3 High Pressing,2nd Half,,After Ball Loss,"Intercept. -> Estab. (O1, O2, O3)",Successful,
181,182,1,3094.0530541831577,3156.821790141492,O2 Build Up,2nd Half,O2 Build Up,O2 After Regain,Ball Loss --> D3 Press,Unsuccessful,
182,183,1,3156.7550697661577,3183.088944058492,D3 High Pressing,2nd Half,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,
183,184,1,3169.188014182825,3192.9529738911588,O3 Break Through,2nd Half,O3 Break Through,1v1 Wide / Halfspace,"Cross, Shot, Set-Piece or Box Entry",Successful,Established Play
184,185,1,3177.7222977661586,3210.9874401828256,O4 Finishing,2nd Half,O4 Finishing,1v1,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
185,186,1,3181.388036057825,3188.4201626001586,O2 Build Up,2nd Half,O2 Build Up,O2 After Regain,Progress to Next Phase,Successful,
186,187,1,3209.053310641825,3221.820160224492,D3 High Pressing,2nd Half,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,
187,188,1,3219.8539459328254,3244.3224995164915,D3 Middle / Lower Pressing,2nd Half,,D3 From High to Med/Low,Direct to O3/O4 OFF Transit,Successful,
188,189,1,3225.0876977661587,3247.7882555164924,O3 Break Through,2nd Half,O3 Break Through,D3 Win Ball Low/Middle,Ball Loss --> D3 Press,Unsuccessful,Transition
189,190,1,3246.453620766492,3258.8535234328256,D3 Middle / Lower Pressing,2nd Half,,D3 Press on Throw-In,Stay In Phase,Neutral,
190,191,1,3257.455524016491,3281.188678849825,D3 Middle / Lower Pressing,2nd Half,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,
191,192,1,3278.8215042664924,3288.921038224492,O1 Play from the Back,2nd Half,O1 Play from the Back,O1 After Regain,Ball Loss --> D4 Defend The Box,Unsuccessful,
192,193,1,3295.6886053914923,3341.623025724492,D4 Defending the Box,2nd Half,,"Middle 20,5 - 23 m",Intercepted by Defence,Successful,Direct Free Kick
193,194,1,3330.5558638914918,3341.5558638914918,def free kick,2nd Half,,,,,
194,195,1,3341.3230893078253,3363.4899717661583,O1 Play from the Back,2nd Half,O1 Play from the Back,O1 Goal Kick or Free Kick,Stay In Phase,Neutral,
195,196,1,3361.122964766824,3380.0207268498243,O2 Build Up,2nd Half,O2 Build Up,O2 Free Kick,Stay In Phase,Neutral,
196,197,1,3426.3887663081587,3453.288340016492,D3 High Pressing,2nd Half,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,
197,198,1,3450.9869481418255,3466.1906181001586,D3 Middle / Lower Pressing,2nd Half,,D3 From High to Med/Low,"Intercept. -> Estab. (O1, O2, O3)",Successful,
198,199,1,3466.7573213501587,3497.5874515578253,O2 Build Up,2nd Half,O2 Build Up,O2 Free Kick,Ball Loss --> D3 Press,Unsuccessful,
199,200,1,3492.7899459744917,3507.1899241834917,D1 Counterpress,2nd Half,,After O2 build-up,Direct to O3/O4 OFF Transit,Successful,
200,201,1,3507.922380141158,3526.054963849825,D3 High Pressing,2nd Half,,After Ball Loss,Stay In Phase,Neutral,
201,202,1,3523.8241295164917,3547.4561608501576,D3 Middle / Lower Pressing,2nd Half,,D3 Goal Kick or Free Kick,Direct to O3/O4 OFF Transit,Successful,
202,203,1,3531.1232698918247,3561.823696474825,O3 Break Through,2nd Half,O3 Break Through,D3 Win Ball Low/Middle,"Cross, Shot, Set-Piece or Box Entry",Successful,Transition
